power
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.71E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.71E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.74E-03
4.74E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.73E-03
4.74E-03
4.73E-03
4.73E-03
4.74E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.74E-03
4.74E-03
4.74E-03
4.73E-03
4.73E-03
4.74E-03
4.74E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.74E-03
4.74E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.74E-03
4.73E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.74E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.71E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.72E-03
4.73E-03
4.73E-03
4.73E-03
4.73E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.73E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.72E-03
4.72E-03
4.71E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.71E-03
4.72E-03
4.72E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.69E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.71E-03
4.71E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.71E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.70E-03
4.70E-03
4.69E-03
4.70E-03
4.69E-03
4.70E-03
4.70E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.70E-03
4.70E-03
4.70E-03
4.70E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.69E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.67E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.67E-03
4.67E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.67E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.70E-03
4.69E-03
4.70E-03
4.70E-03
4.69E-03
4.69E-03
4.70E-03
4.70E-03
4.70E-03
4.69E-03
4.70E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.69E-03
4.69E-03
4.69E-03
4.68E-03
4.67E-03
4.68E-03
4.67E-03
4.67E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.67E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.67E-03
4.68E-03
4.68E-03
4.67E-03
4.67E-03
4.67E-03
4.67E-03
4.68E-03
4.67E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.68E-03
4.67E-03
4.67E-03
